label,occupancy_pct,tc_util_pct,l1_hit_pct,l2_hit_pct,dram_read_bw,dram_write_bw,load_coalesce_bytes,stall_long_sb,stall_short_sb,stall_wait,stall_mio,stall_lg_throttle,stall_barrier,stall_math_throttle,stall_tex_throttle
FA v2 pipeline (5 launches avg),16.43,13.87,9.216,91.63,1.307e+10,8.05e+09,16,0.19,5.412,0.93,6.884,0.156,2.36,1.43,0
