label,occupancy_pct,tc_util_pct,l1_hit_pct,l2_hit_pct,dram_read_bw,dram_write_bw,load_coalesce_bytes,stall_long_sb,stall_short_sb,stall_wait,stall_mio,stall_lg_throttle,stall_barrier,stall_math_throttle,stall_tex_throttle
HGEMM 16warp_epi_pad (full),33.27,31.91,1.04,63.6,1.202e+11,9.997e+09,0,2.38,0.05333,2.67,5.06,0,7.94,9.68,0
